FactID,year,monthkey,monthname,province,inflection,rainfall,rainyday,latitude,longitude,heightabovemsl
1355,2016,6,June,Chiang Rai,5,348.5,23,19.96138889,99.88138889,390
1356,2016,6,June,Mae Hong Son,463,224.7,25,19.29897222,97.97577778,267.74
1357,2016,6,June,Nakhon Sawan,90,106.9,9,15.67183333,100.1323611,33.91
1358,2016,6,June,Uthai Thani,36,-1,-1,-1,-1,-1
1359,2016,6,June,Kamphaeng Phet,35,192.75,23,16.48680556,99.52697222,80
1360,2016,6,June,Tak,50,145.2,22,16.87833333,99.14333333,125.62
1361,2016,6,June,Sukhothai,5,159.6,17,17.10611111,99.8,48.29
1362,2016,6,June,Phitsanulok,234,226.2,22,16.79480556,100.2793056,44.02
1363,2016,6,June,Phichit,12,126,20,16.43805556,100.2925,35.95
1364,2016,6,June,Phetchabun,1807,141.7,18,16.43333333,101.15,114
1365,2016,6,June,Ratchaburi,42,188.87,19,13.48930556,99.79238889,5
1366,2016,6,June,Kanchanaburi,48,158.6,14,14.0225,99.53583333,27.53
1367,2016,6,June,Suphan Buri,20,184.92,14,14.47444444,100.1388889,7.23
1368,2016,6,June,Nakhon Pathom,48,51.5,10,14.01166667,99.97,7.46
1369,2016,6,June,Samut Sakhon,80,-1,-1,-1,-1,-1
1370,2016,6,June,Samut Songkhram,6,-1,-1,-1,-1,-1
1371,2016,6,June,Phetchaburi,138,78.7,15,12.99944444,100.0605556,2.01
1372,2016,6,June,Prachuap Khiri Khan,78,110.3,17,11.83333333,99.83333333,4
1373,2016,6,June,Nakhon Si Thammarat,294,114.7,14,8.537777778,99.96388889,3.14
1374,2016,6,June,Krabi,6,343.8,19,8.103611111,98.97527778,8
1375,2016,6,June,Phang-nga,62,-1,-1,-1,-1,-1
1376,2016,6,June,Phuket,6,334,23,7.883333333,98.4,1.83
1377,2016,6,June,Surat Thani,70,69.3,17,9.135555556,99.15194444,5
1378,2016,6,June,Ranong,196,616.3,23,9.983333333,98.61666667,7
1379,2016,6,June,Chumphon,168,99.4,18,10.49875,99.18847222,4.4
1380,2016,6,June,Songkhla,525,101.6,14,7.182111111,100.6076944,4.57
1381,2016,6,June,Satun,143,110,14,6.65,100.0833333,4.06
1382,2016,6,June,Trang,900,237.8,15,7.516666667,99.61666667,14.32
1383,2016,6,June,Phatthalung,246,79.4,12,7.583333333,100.1666667,2
1384,2016,6,June,Pattani,192,121.1,12,6.783333333,101.15,4.05
1385,2016,6,June,Yala,0,170.9,15,6.516666667,101.2833333,30
1386,2016,6,June,Narathiwat,132,271.2,14,6.416666667,101.8166667,3.57
1387,2016,7,July,Bangkok,0,162.7,13,13.72638889,100.56,3.01
1388,2016,7,July,Samut Prakarn,140,-1,-1,-1,-1,-1
1389,2016,7,July,Nonthaburi,84,-1,-1,-1,-1,-1
1390,2016,7,July,Pathum Thani,46,177.2,21,14.1,100.6166667,6
1391,2016,7,July,Phra Nakhon Si Ayutthaya,78,-1,-1,-1,-1,-1
1392,2016,7,July,Ang Thong,45,-1,-1,-1,-1,-1
1393,2016,7,July,Lop Buri,24,309,20,14.79972222,100.645,10
1394,2016,7,July,Sing Buri,0,-1,-1,-1,-1,-1
1395,2016,7,July,Chai Nat,10,306.1,19,15.15,100.1833333,15
1396,2016,7,July,Saraburi,17,-1,-1,-1,-1,-1
1397,2016,7,July,Chon Buri,85,191.7,16,13.36666667,100.9833333,0.86
1398,2016,7,July,Rayong,474,248.5,20,12.63222222,101.3436111,2.6
1399,2016,7,July,Chanthaburi,598,596.6,26,12.61666667,102.1133333,2.68
1400,2016,7,July,Trat,158,838.1,20,11.76666667,102.8833333,2
1401,2016,7,July,Chachoengsao,102,311.2,20,13.51555556,101.4583333,70.17
1402,2016,7,July,Prachin Buri,0,421.8,19,14.05841667,101.3693056,5.14
1403,2016,7,July,Nakhon Nayok,6,-1,-1,-1,-1,-1
1404,2016,7,July,Sa kaeo,60,-1,-1,-1,-1,-1
1405,2016,7,July,Nakhon Ratchasima,420,231.2,19,14.96830556,102.0860278,186.6
1406,2016,7,July,Buri Ram,450,177.2,18,15.22575,103.2480833,182
1407,2016,7,July,Surin,1076,261.2,22,14.88333333,103.5,145.81
1408,2016,7,July,Si Sa Ket,5,183.62,19,15,104.05,122.87
1409,2016,7,July,Ubon Ratchathani,6576,265.22,18,15.25,104.8666667,122
1410,2016,7,July,Yasothon,174,-1,-1,-1,-1,-1
1411,2016,7,July,Chaiyaphum,299,143.5,17,15.8,102.0333333,182.15
1412,2016,7,July,Amnat Charoen,465,-1,-1,-1,-1,-1
1413,2016,7,July,Bueng Kan,1022,-1,-1,-1,-1,-1
1414,2016,7,July,Nong Bua Lam Phu,40,-1,-1,-1,-1,-1
1415,2016,7,July,Khon Kaen,1457,188.62,19,16.46111111,102.7897222,186.97
1416,2016,7,July,Udon Thani,30,130.6,21,17.38333333,102.8,177
1417,2016,7,July,Loei,246,155.6,18,17.45,101.7333333,252.51
1418,2016,7,July,Nong Khai,338,220,22,17.86716667,102.7330278,173.21
1419,2016,7,July,Maha Sarakham,234,257.6,15,16.24722222,103.0680556,153
1420,2016,7,July,Roi Et,174,230.3,21,16.02,103.7438889,140
1421,2016,7,July,Kalasin,150,135.2,15,16.3325,103.5883333,138.75
1422,2016,7,July,Sakon Nakhon,142,207,20,17.15,104.1333333,171
1423,2016,7,July,Nakhon Phanom,531,460.1,18,17.41083333,104.7825,140
1424,2016,7,July,Mukdahan,252,217.7,20,16.54138889,104.7288889,138
1425,2016,7,July,Chiang Mai,3372,162.1,22,18.79,98.97694444,313.2
1426,2016,7,July,Lamphun,451,222.8,16,18.56722222,99.03388889,296.42
1427,2016,7,July,Lampang,1036,119.4,20,18.28333333,99.51666667,242
1428,2016,7,July,Uttaradit,264,291.4,16,17.61666667,100.1,63
1429,2016,7,July,Phrae,18,305.8,24,18.16666667,100.1666667,161.79
1430,2016,7,July,Nan,15,269.52,21,18.77972222,100.7777778,200
1431,2016,7,July,Phayao,404,81.4,16,19.13333333,99.9,396.89
1432,2016,7,July,Chiang Rai,40,332.9,23,19.96138889,99.88138889,390
1433,2016,7,July,Mae Hong Son,1004,232.9,25,19.29897222,97.97577778,267.74
1434,2016,7,July,Nakhon Sawan,85,138.2,19,15.67183333,100.1323611,33.91
1435,2016,7,July,Uthai Thani,48,-1,-1,-1,-1,-1
1436,2016,7,July,Kamphaeng Phet,115,260.2,21,16.48680556,99.52697222,80
1437,2016,7,July,Tak,186,171.8,18,16.87833333,99.14333333,125.62
1438,2016,7,July,Sukhothai,35,282.6,18,17.10611111,99.8,48.29
1439,2016,7,July,Phitsanulok,426,223.82,18,16.79480556,100.2793056,44.02
1440,2016,7,July,Phichit,44,263.32,21,16.43805556,100.2925,35.95
1441,2016,7,July,Phetchabun,1763,191.9,18,16.43333333,101.15,114
1442,2016,7,July,Ratchaburi,112,125.42,21,13.48930556,99.79238889,5
1443,2016,7,July,Kanchanaburi,80,130.5,14,14.0225,99.53583333,27.53
1444,2016,7,July,Suphan Buri,55,157,21,14.47444444,100.1388889,7.23
1445,2016,7,July,Nakhon Pathom,90,123.94,19,14.01166667,99.97,7.46
1446,2016,7,July,Samut Sakhon,65,-1,-1,-1,-1,-1
1447,2016,7,July,Samut Songkhram,30,-1,-1,-1,-1,-1
1448,2016,7,July,Phetchaburi,366,134.8,15,12.99944444,100.0605556,2.01
1449,2016,7,July,Prachuap Khiri Khan,155,115.2,18,11.83333333,99.83333333,4
1450,2016,7,July,Nakhon Si Thammarat,530,140.43,18,8.537777778,99.96388889,3.14
1451,2016,7,July,Krabi,0,274.9,14,8.103611111,98.97527778,8
1452,2016,7,July,Phang-nga,15,-1,-1,-1,-1,-1
1453,2016,7,July,Phuket,18,197.82,16,7.883333333,98.4,1.83
1454,2016,7,July,Surat Thani,133,158.8,20,9.135555556,99.15194444,5
1455,2016,7,July,Ranong,336,485,24,9.983333333,98.61666667,7
1456,2016,7,July,Chumphon,186,272,21,10.49875,99.18847222,4.4
1457,2016,7,July,Songkhla,1370,115.5,10,7.182111111,100.6076944,4.57
1458,2016,7,July,Satun,134,251.5,20,6.65,100.0833333,4.06
1459,2016,7,July,Trang,2136,324.5,19,7.516666667,99.61666667,14.32
1460,2016,7,July,Phatthalung,1147,188.9,16,7.583333333,100.1666667,2
1461,2016,7,July,Pattani,390,162.4,13,6.783333333,101.15,4.05
1462,2016,7,July,Yala,12,130.9,12,6.516666667,101.2833333,30
1463,2016,7,July,Narathiwat,264,87.8,12,6.416666667,101.8166667,3.57
1464,2016,8,August,Bangkok,0,348.8,19,13.72638889,100.56,3.01
1465,2016,8,August,Samut Prakarn,338,-1,-1,-1,-1,-1
1466,2016,8,August,Nonthaburi,208,-1,-1,-1,-1,-1
1467,2016,8,August,Pathum Thani,153,159.1,14,14.1,100.6166667,6
1468,2016,8,August,Phra Nakhon Si Ayutthaya,126,-1,-1,-1,-1,-1
1469,2016,8,August,Ang Thong,135,-1,-1,-1,-1,-1
1470,2016,8,August,Lop Buri,36,201.1,15,14.79972222,100.645,10
1471,2016,8,August,Sing Buri,12,-1,-1,-1,-1,-1
1472,2016,8,August,Chai Nat,5,208.8,19,15.15,100.1833333,15
1473,2016,8,August,Saraburi,45,-1,-1,-1,-1,-1
1474,2016,8,August,Chon Buri,306,244.6,14,13.36666667,100.9833333,0.86
1475,2016,8,August,Rayong,633,111.3,11,12.63222222,101.3436111,2.6
1476,2016,8,August,Chanthaburi,300,499.72,25,12.61666667,102.1133333,2.68
1477,2016,8,August,Trat,36,925,29,11.76666667,102.8833333,2
1478,2016,8,August,Chachoengsao,132,161.44,17,13.51555556,101.4583333,70.17
1479,2016,8,August,Prachin Buri,6,261.1,21,14.05841667,101.3693056,5.14
1480,2016,8,August,Nakhon Nayok,12,-1,-1,-1,-1,-1
1481,2016,8,August,Sa kaeo,78,-1,-1,-1,-1,-1
1482,2016,8,August,Nakhon Ratchasima,590,154.2,16,14.96830556,102.0860278,186.6
1483,2016,8,August,Buri Ram,714,195.4,12,15.22575,103.2480833,182
1484,2016,8,August,Surin,1878,323,11,14.88333333,103.5,145.81
1485,2016,8,August,Si Sa Ket,0,147.42,17,15,104.05,122.87
1486,2016,8,August,Ubon Ratchathani,5791,172.96,19,15.25,104.8666667,122
1487,2016,8,August,Yasothon,234,-1,-1,-1,-1,-1
1488,2016,8,August,Chaiyaphum,258,113.22,13,15.8,102.0333333,182.15
1489,2016,8,August,Amnat Charoen,420,-1,-1,-1,-1,-1
1490,2016,8,August,Bueng Kan,1117,-1,-1,-1,-1,-1
1491,2016,8,August,Nong Bua Lam Phu,80,-1,-1,-1,-1,-1
1492,2016,8,August,Khon Kaen,1507,225.2,17,16.46111111,102.7897222,186.97
1493,2016,8,August,Udon Thani,27,293.52,25,17.38333333,102.8,177
1494,2016,8,August,Loei,126,277.9,17,17.45,101.7333333,252.51
1495,2016,8,August,Nong Khai,348,438.8,25,17.86716667,102.7330278,173.21
1496,2016,8,August,Maha Sarakham,421,355.9,18,16.24722222,103.0680556,153
1497,2016,8,August,Roi Et,186,314.4,14,16.02,103.7438889,140
1498,2016,8,August,Kalasin,202,110.5,12,16.3325,103.5883333,138.75
1499,2016,8,August,Sakon Nakhon,93,264.7,27,17.15,104.1333333,171
1500,2016,8,August,Nakhon Phanom,346,637.3,26,17.41083333,104.7825,140
1501,2016,8,August,Mukdahan,90,249.1,19,16.54138889,104.7288889,138
1502,2016,8,August,Chiang Mai,3183,132.1,22,18.79,98.97694444,313.2
1503,2016,8,August,Lamphun,588,164.52,19,18.56722222,99.03388889,296.42
1504,2016,8,August,Lampang,574,219.2,21,18.28333333,99.51666667,242
1505,2016,8,August,Uttaradit,992,129.9,21,17.61666667,100.1,63
1506,2016,8,August,Phrae,6,284.72,28,18.16666667,100.1666667,161.79
1507,2016,8,August,Nan,19,300.46,24,18.77972222,100.7777778,200
1508,2016,8,August,Phayao,359,162.5,16,19.13333333,99.9,396.89
1509,2016,8,August,Chiang Rai,350,396.7,23,19.96138889,99.88138889,390
1510,2016,8,August,Mae Hong Son,1218,234.6,21,19.29897222,97.97577778,267.74
1511,2016,8,August,Nakhon Sawan,228,382.8,23,15.67183333,100.1323611,33.91
1512,2016,8,August,Uthai Thani,24,-1,-1,-1,-1,-1
1513,2016,8,August,Kamphaeng Phet,155,211.1,19,16.48680556,99.52697222,80
1514,2016,8,August,Tak,187,63.4,11,16.87833333,99.14333333,125.62
1515,2016,8,August,Sukhothai,55,125.2,19,17.10611111,99.8,48.29
1516,2016,8,August,Phitsanulok,377,117.25,17,16.79480556,100.2793056,44.02
1517,2016,8,August,Phichit,138,105.2,21,16.43805556,100.2925,35.95
1518,2016,8,August,Phetchabun,948,131.6,19,16.43333333,101.15,114
1519,2016,8,August,Ratchaburi,70,82.75,10,13.48930556,99.79238889,5
1520,2016,8,August,Kanchanaburi,99,146.92,17,14.0225,99.53583333,27.53
1521,2016,8,August,Suphan Buri,120,100.2,10,14.47444444,100.1388889,7.23
1522,2016,8,August,Nakhon Pathom,393,82.7,12,14.01166667,99.97,7.46
1523,2016,8,August,Samut Sakhon,259,-1,-1,-1,-1,-1
1524,2016,8,August,Samut Songkhram,48,-1,-1,-1,-1,-1
1525,2016,8,August,Phetchaburi,654,117.1,15,12.99944444,100.0605556,2.01
1526,2016,8,August,Prachuap Khiri Khan,35,68,14,11.83333333,99.83333333,4
1527,2016,8,August,Nakhon Si Thammarat,1096,37.64,17,8.537777778,99.96388889,3.14
1528,2016,8,August,Krabi,12,299.32,27,8.103611111,98.97527778,8
1529,2016,8,August,Phang-nga,40,-1,-1,-1,-1,-1
1530,2016,8,August,Phuket,90,360.7,29,7.883333333,98.4,1.83
1531,2016,8,August,Surat Thani,161,111.9,22,9.135555556,99.15194444,5
1532,2016,8,August,Ranong,267,1005.6,30,9.983333333,98.61666667,7
1533,2016,8,August,Chumphon,306,154.82,22,10.49875,99.18847222,4.4
1534,2016,8,August,Songkhla,1932,184.5,11,7.182111111,100.6076944,4.57
1535,2016,8,August,Satun,84,239.6,16,6.65,100.0833333,4.06
1536,2016,8,August,Trang,2544,363.3,23,7.516666667,99.61666667,14.32
1537,2016,8,August,Phatthalung,1291,48.7,11,7.583333333,100.1666667,2
1538,2016,8,August,Pattani,546,56.8,11,6.783333333,101.15,4.05
1539,2016,8,August,Yala,18,97,10,6.516666667,101.2833333,30
1540,2016,8,August,Narathiwat,492,132.4,8,6.416666667,101.8166667,3.57
1541,2016,9,September,Bangkok,0,356,22,13.72638889,100.56,3.01
1542,2016,9,September,Samut Prakarn,352,-1,-1,-1,-1,-1
1543,2016,9,September,Nonthaburi,284,-1,-1,-1,-1,-1
1544,2016,9,September,Pathum Thani,190,113.92,19,14.1,100.6166667,6
1545,2016,9,September,Phra Nakhon Si Ayutthaya,312,-1,-1,-1,-1,-1
1546,2016,9,September,Ang Thong,276,-1,-1,-1,-1,-1
1547,2016,9,September,Lop Buri,108,199.82,15,14.79972222,100.645,10
1548,2016,9,September,Sing Buri,12,-1,-1,-1,-1,-1
1549,2016,9,September,Chai Nat,20,358.6,20,15.15,100.1833333,15
1550,2016,9,September,Saraburi,152,-1,-1,-1,-1,-1
1551,2016,9,September,Chon Buri,395,322.6,18,13.36666667,100.9833333,0.86
1552,2016,9,September,Rayong,362,270.4,14,12.63222222,101.3436111,2.6
1553,2016,9,September,Chanthaburi,126,646.9,29,12.61666667,102.1133333,2.68
1554,2016,9,September,Trat,18,1183,29,11.76666667,102.8833333,2
1555,2016,9,September,Chachoengsao,136,261.05,20,13.51555556,101.4583333,70.17
1556,2016,9,September,Prachin Buri,66,266.24,24,14.05841667,101.3693056,5.14
1557,2016,9,September,Nakhon Nayok,6,-1,-1,-1,-1,-1
1558,2016,9,September,Sa kaeo,168,-1,-1,-1,-1,-1
1559,2016,9,September,Nakhon Ratchasima,600,329.22,20,14.96830556,102.0860278,186.6
1560,2016,9,September,Buri Ram,810,382,17,15.22575,103.2480833,182
1561,2016,9,September,Surin,1744,254.8,19,14.88333333,103.5,145.81
1562,2016,9,September,Si Sa Ket,10,307.1,20,15,104.05,122.87
1563,2016,9,September,Ubon Ratchathani,4779,520.4,23,15.25,104.8666667,122
1564,2016,9,September,Yasothon,156,-1,-1,-1,-1,-1
1565,2016,9,September,Chaiyaphum,219,325.8,18,15.8,102.0333333,182.15
1566,2016,9,September,Amnat Charoen,238,-1,-1,-1,-1,-1
1567,2016,9,September,Bueng Kan,737,-1,-1,-1,-1,-1
1568,2016,9,September,Nong Bua Lam Phu,70,-1,-1,-1,-1,-1
1569,2016,9,September,Khon Kaen,1271,265.8,21,16.46111111,102.7897222,186.97
1570,2016,9,September,Udon Thani,12,179.1,19,17.38333333,102.8,177
1571,2016,9,September,Loei,138,162.3,21,17.45,101.7333333,252.51
1572,2016,9,September,Nong Khai,340,256.1,21,17.86716667,102.7330278,173.21
1573,2016,9,September,Maha Sarakham,354,376.7,22,16.24722222,103.0680556,153
1574,2016,9,September,Roi Et,120,385.2,20,16.02,103.7438889,140
1575,2016,9,September,Kalasin,142,430.6,22,16.3325,103.5883333,138.75
1576,2016,9,September,Sakon Nakhon,44,280.2,19,17.15,104.1333333,171
1577,2016,9,September,Nakhon Phanom,210,322,21,17.41083333,104.7825,140
1578,2016,9,September,Mukdahan,144,329.2,23,16.54138889,104.7288889,138
1579,2016,9,September,Chiang Mai,1942,213.1,24,18.79,98.97694444,313.2
1580,2016,9,September,Lamphun,276,268.7,20,18.56722222,99.03388889,296.42
1581,2016,9,September,Lampang,352,153.1,16,18.28333333,99.51666667,242
1582,2016,9,September,Uttaradit,700,327.5,19,17.61666667,100.1,63
1583,2016,9,September,Phrae,12,201.33,22,18.16666667,100.1666667,161.79
1584,2016,9,September,Nan,7,201.6,21,18.77972222,100.7777778,200
1585,2016,9,September,Phayao,183,213.6,18,19.13333333,99.9,396.89
1586,2016,9,September,Chiang Rai,400,277.3,17,19.96138889,99.88138889,390
1587,2016,9,September,Mae Hong Son,1092,119.4,18,19.29897222,97.97577778,267.74
1588,2016,9,September,Nakhon Sawan,305,374.7,21,15.67183333,100.1323611,33.91
1589,2016,9,September,Uthai Thani,60,-1,-1,-1,-1,-1
1590,2016,9,September,Kamphaeng Phet,125,228.1,20,16.48680556,99.52697222,80
1591,2016,9,September,Tak,60,209.9,14,16.87833333,99.14333333,125.62
1592,2016,9,September,Sukhothai,200,252.5,15,17.10611111,99.8,48.29
1593,2016,9,September,Phitsanulok,400,278,20,16.79480556,100.2793056,44.02
1594,2016,9,September,Phichit,234,243.8,21,16.43805556,100.2925,35.95
1595,2016,9,September,Phetchabun,453,290.5,20,16.43333333,101.15,114
1596,2016,9,September,Ratchaburi,42,259.32,18,13.48930556,99.79238889,5
1597,2016,9,September,Kanchanaburi,126,196.6,20,14.0225,99.53583333,27.53
1598,2016,9,September,Suphan Buri,115,109.9,15,14.47444444,100.1388889,7.23
1599,2016,9,September,Nakhon Pathom,466,211.42,19,14.01166667,99.97,7.46
1600,2016,9,September,Samut Sakhon,219,-1,-1,-1,-1,-1
1601,2016,9,September,Samut Songkhram,108,-1,-1,-1,-1,-1
1602,2016,9,September,Phetchaburi,605,204.6,15,12.99944444,100.0605556,2.01
1603,2016,9,September,Prachuap Khiri Khan,92,72.92,9,11.83333333,99.83333333,4
1604,2016,9,September,Nakhon Si Thammarat,1370,116.1,19,8.537777778,99.96388889,3.14
1605,2016,9,September,Krabi,0,318.6,24,8.103611111,98.97527778,8
1606,2016,9,September,Phang-nga,18,-1,-1,-1,-1,-1
1607,2016,9,September,Phuket,18,493,26,7.883333333,98.4,1.83
1608,2016,9,September,Surat Thani,179,46.52,20,9.135555556,99.15194444,5
1609,2016,9,September,Ranong,104,863.5,28,9.983333333,98.61666667,7
1610,2016,9,September,Chumphon,376,92.4,22,10.49875,99.18847222,4.4
1611,2016,9,September,Songkhla,2796,57.1,11,7.182111111,100.6076944,4.57
1612,2016,9,September,Satun,17,227.9,18,6.65,100.0833333,4.06
1613,2016,9,September,Trang,1716,199.6,23,7.516666667,99.61666667,14.32
1614,2016,9,September,Phatthalung,1635,20.4,9,7.583333333,100.1666667,2
1615,2016,9,September,Pattani,570,42.9,9,6.783333333,101.15,4.05
1616,2016,9,September,Yala,48,124.1,13,6.516666667,101.2833333,30
1617,2016,9,September,Narathiwat,618,97.6,11,6.416666667,101.8166667,3.57
1618,2016,10,October,Bangkok,0,293.8,19,13.72638889,100.56,3.01
1619,2016,10,October,Samut Prakarn,360,-1,-1,-1,-1,-1
1620,2016,10,October,Nonthaburi,215,-1,-1,-1,-1,-1
1621,2016,10,October,Pathum Thani,125,115.6,17,14.1,100.6166667,6
1622,2016,10,October,Phra Nakhon Si Ayutthaya,120,-1,-1,-1,-1,-1
1623,2016,10,October,Ang Thong,220,-1,-1,-1,-1,-1
1624,2016,10,October,Lop Buri,78,118.7,12,14.79972222,100.645,10
1625,2016,10,October,Sing Buri,6,-1,-1,-1,-1,-1
1626,2016,10,October,Chai Nat,10,104.7,16,15.15,100.1833333,15
1627,2016,10,October,Saraburi,50,-1,-1,-1,-1,-1
1628,2016,10,October,Chon Buri,255,261.3,18,13.36666667,100.9833333,0.86
1629,2016,10,October,Rayong,213,190.1,20,12.63222222,101.3436111,2.6
1630,2016,10,October,Chanthaburi,174,437.3,23,12.61666667,102.1133333,2.68
1631,2016,10,October,Trat,12,671.82,27,11.76666667,102.8833333,2
1632,2016,10,October,Chachoengsao,72,119.3,19,13.51555556,101.4583333,70.17
1633,2016,10,October,Prachin Buri,54,240.7,22,14.05841667,101.3693056,5.14
1634,2016,10,October,Nakhon Nayok,24,-1,-1,-1,-1,-1
1635,2016,10,October,Sa kaeo,42,-1,-1,-1,-1,-1
1636,2016,10,October,Nakhon Ratchasima,276,118.8,13,14.96830556,102.0860278,186.6
1637,2016,10,October,Buri Ram,456,105.6,11,15.22575,103.2480833,182
1638,2016,10,October,Surin,966,135.8,14,14.88333333,103.5,145.81
1639,2016,10,October,Si Sa Ket,10,135.65,11,15,104.05,122.87
1640,2016,10,October,Ubon Ratchathani,2557,93.02,9,15.25,104.8666667,122
1641,2016,10,October,Yasothon,36,-1,-1,-1,-1,-1
1642,2016,10,October,Chaiyaphum,120,144.3,11,15.8,102.0333333,182.15
1643,2016,10,October,Amnat Charoen,138,-1,-1,-1,-1,-1
1644,2016,10,October,Bueng Kan,444,-1,-1,-1,-1,-1
1645,2016,10,October,Nong Bua Lam Phu,10,-1,-1,-1,-1,-1
1646,2016,10,October,Khon Kaen,942,154.9,15,16.46111111,102.7897222,186.97
1647,2016,10,October,Udon Thani,16,125.6,9,17.38333333,102.8,177
1648,2016,10,October,Loei,102,133.5,14,17.45,101.7333333,252.51
1649,2016,10,October,Nong Khai,120,189.4,10,17.86716667,102.7330278,173.21
1650,2016,10,October,Maha Sarakham,355,118.1,13,16.24722222,103.0680556,153
1651,2016,10,October,Roi Et,120,99.9,8,16.02,103.7438889,140
1652,2016,10,October,Kalasin,0,83.9,5,16.3325,103.5883333,138.75
1653,2016,10,October,Sakon Nakhon,25,46.2,7,17.15,104.1333333,171
1654,2016,10,October,Nakhon Phanom,120,62.5,11,17.41083333,104.7825,140
1655,2016,10,October,Mukdahan,168,58.72,11,16.54138889,104.7288889,138
1656,2016,10,October,Chiang Mai,943,141.7,17,18.79,98.97694444,313.2
1657,2016,10,October,Lamphun,42,136,17,18.56722222,99.03388889,296.42
1658,2016,10,October,Lampang,270,172.8,15,18.28333333,99.51666667,242
1659,2016,10,October,Uttaradit,240,255.03,13,17.61666667,100.1,63
1660,2016,10,October,Phrae,18,80.5,12,18.16666667,100.1666667,161.79
1661,2016,10,October,Nan,8,49.9,10,18.77972222,100.7777778,200
1662,2016,10,October,Phayao,6,192.1,15,19.13333333,99.9,396.89
1663,2016,10,October,Chiang Rai,100,164.1,16,19.96138889,99.88138889,390
1664,2016,10,October,Mae Hong Son,632,132.5,12,19.29897222,97.97577778,267.74
1665,2016,10,October,Nakhon Sawan,95,320.5,16,15.67183333,100.1323611,33.91
1666,2016,10,October,Uthai Thani,60,-1,-1,-1,-1,-1
1667,2016,10,October,Kamphaeng Phet,110,178.2,17,16.48680556,99.52697222,80
1668,2016,10,October,Tak,175,320.5,15,16.87833333,99.14333333,125.62
1669,2016,10,October,Sukhothai,62,191.7,14,17.10611111,99.8,48.29
1670,2016,10,October,Phitsanulok,169,186.8,15,16.79480556,100.2793056,44.02
1671,2016,10,October,Phichit,60,226.62,16,16.43805556,100.2925,35.95
1672,2016,10,October,Phetchabun,186,49.1,13,16.43333333,101.15,114
1673,2016,10,October,Ratchaburi,63,367.2,25,13.48930556,99.79238889,5
1674,2016,10,October,Kanchanaburi,54,388.3,19,14.0225,99.53583333,27.53
1675,2016,10,October,Suphan Buri,110,245.8,15,14.47444444,100.1388889,7.23
1676,2016,10,October,Nakhon Pathom,289,232.44,21,14.01166667,99.97,7.46
1677,2016,10,October,Samut Sakhon,212,-1,-1,-1,-1,-1
1678,2016,10,October,Samut Songkhram,18,-1,-1,-1,-1,-1
1679,2016,10,October,Phetchaburi,402,448.5,22,12.99944444,100.0605556,2.01
1680,2016,10,October,Prachuap Khiri Khan,67,367.5,22,11.83333333,99.83333333,4
1681,2016,10,October,Nakhon Si Thammarat,1274,272.3,23,8.537777778,99.96388889,3.14
1682,2016,10,October,Krabi,0,312.8,25,8.103611111,98.97527778,8
1683,2016,10,October,Phang-nga,24,-1,-1,-1,-1,-1
1684,2016,10,October,Phuket,54,449.9,26,7.883333333,98.4,1.83
1685,2016,10,October,Surat Thani,148,172.12,21,9.135555556,99.15194444,5
1686,2016,10,October,Ranong,106,872.8,30,9.983333333,98.61666667,7
1687,2016,10,October,Chumphon,222,287.32,20,10.49875,99.18847222,4.4
1688,2016,10,October,Songkhla,4332,253.55,23,7.182111111,100.6076944,4.57
1689,2016,10,October,Satun,18,392.1,26,6.65,100.0833333,4.06
1690,2016,10,October,Trang,882,306.3,27,7.516666667,99.61666667,14.32
1691,2016,10,October,Phatthalung,1376,98.4,15,7.583333333,100.1666667,2
1692,2016,10,October,Pattani,1602,249,20,6.783333333,101.15,4.05
1693,2016,10,October,Yala,66,111.62,22,6.516666667,101.2833333,30
1694,2016,10,October,Narathiwat,768,224.2,18,6.416666667,101.8166667,3.57
1695,2016,11,November,Bangkok,0,121.7,9,13.72638889,100.56,3.01
1696,2016,11,November,Samut Prakarn,392,-1,-1,-1,-1,-1
1697,2016,11,November,Nonthaburi,171,-1,-1,-1,-1,-1
1698,2016,11,November,Pathum Thani,117,56.7,7,14.1,100.6166667,6
1699,2016,11,November,Phra Nakhon Si Ayutthaya,66,-1,-1,-1,-1,-1
1700,2016,11,November,Ang Thong,9,-1,-1,-1,-1,-1
1701,2016,11,November,Lop Buri,102,42.4,4,14.79972222,100.645,10
1702,2016,11,November,Sing Buri,0,-1,-1,-1,-1,-1
1703,2016,11,November,Chai Nat,5,47.3,6,15.15,100.1833333,15
1704,2016,11,November,Saraburi,19,-1,-1,-1,-1,-1
1705,2016,11,November,Chon Buri,235,93.5,9,13.36666667,100.9833333,0.86
1706,2016,11,November,Rayong,143,76.42,10,12.63222222,101.3436111,2.6
1707,2016,11,November,Chanthaburi,180,171.4,8,12.61666667,102.1133333,2.68
1708,2016,11,November,Trat,18,131.12,14,11.76666667,102.8833333,2
1709,2016,11,November,Chachoengsao,36,59.62,9,13.51555556,101.4583333,70.17
1710,2016,11,November,Prachin Buri,30,24,5,14.05841667,101.3693056,5.14
1711,2016,11,November,Nakhon Nayok,0,-1,-1,-1,-1,-1
1712,2016,11,November,Sa kaeo,12,-1,-1,-1,-1,-1
1713,2016,11,November,Nakhon Ratchasima,114,37.8,4,14.96830556,102.0860278,186.6
1714,2016,11,November,Buri Ram,162,83.5,5,15.22575,103.2480833,182
