FactID,year,monthkey,monthname,province,inflection,rainfall,rainyday,latitude,longitude,heightabovemsl
1,2015,1,January,Bangkok,0,3.5,4,13.72638889,100.56,3.01
2,2015,1,January,Samut Prakarn,353,-1,-1,-1,-1,-1
3,2015,1,January,Nonthaburi,86,-1,-1,-1,-1,-1
4,2015,1,January,Pathum Thani,15,8.6,3,14.1,100.6166667,6
5,2015,1,January,Phra Nakhon Si Ayutthaya,31,-1,-1,-1,-1,-1
6,2015,1,January,Ang Thong,12,-1,-1,-1,-1,-1
7,2015,1,January,Lop Buri,90,6.2,2,14.79972222,100.645,10
8,2015,1,January,Sing Buri,12,-1,-1,-1,-1,-1
9,2015,1,January,Chai Nat,6,1.8,2,15.15,100.1833333,15
10,2015,1,January,Saraburi,0,-1,-1,-1,-1,-1
11,2015,1,January,Chon Buri,396,0,0,13.36666667,100.9833333,0.86
12,2015,1,January,Rayong,204,1.4,2,12.63222222,101.3436111,2.6
13,2015,1,January,Chanthaburi,12,12.3,2,12.61666667,102.1133333,2.68
14,2015,1,January,Trat,20,16.2,1,11.76666667,102.8833333,2
15,2015,1,January,Chachoengsao,18,2,2,13.51555556,101.4583333,70.17
16,2015,1,January,Prachin Buri,222,6,1,14.05841667,101.3693056,5.14
17,2015,1,January,Nakhon Nayok,24,-1,-1,-1,-1,-1
18,2015,1,January,Sa kaeo,0,-1,-1,-1,-1,-1
19,2015,1,January,Nakhon Ratchasima,20,0.9,1,14.96830556,102.0860278,186.6
20,2015,1,January,Buri Ram,54,0,0,15.22575,103.2480833,182
21,2015,1,January,Surin,78,0.1,1,14.88333333,103.5,145.81
22,2015,1,January,Si Sa Ket,0,0,0,15,104.05,122.87
23,2015,1,January,Ubon Ratchathani,168,0,0,15.25,104.8666667,122
24,2015,1,January,Yasothon,12,-1,-1,-1,-1,-1
25,2015,1,January,Chaiyaphum,0,0,0,15.8,102.0333333,182.15
26,2015,1,January,Amnat Charoen,30,-1,-1,-1,-1,-1
27,2015,1,January,Bueng Kan,6,-1,-1,-1,-1,-1
28,2015,1,January,Nong Bua Lam Phu,0,-1,-1,-1,-1,-1
29,2015,1,January,Khon Kaen,84,0,0,16.46111111,102.7897222,186.97
30,2015,1,January,Udon Thani,21,2.4,2,17.38333333,102.8,177
31,2015,1,January,Loei,6,12,2,17.45,101.7333333,252.51
32,2015,1,January,Nong Khai,0,15.4,2,17.86716667,102.7330278,173.21
33,2015,1,January,Maha Sarakham,42,0,0,16.24722222,103.0680556,153
34,2015,1,January,Roi Et,18,0,0,16.02,103.7438889,140
35,2015,1,January,Kalasin,0,0,0,16.3325,103.5883333,138.75
36,2015,1,January,Sakon Nakhon,0,3.2,2,17.15,104.1333333,171
37,2015,1,January,Nakhon Phanom,6,2.4,1,17.41083333,104.7825,140
38,2015,1,January,Mukdahan,0,0,0,16.54138889,104.7288889,138
39,2015,1,January,Chiang Mai,6,78.9,2,18.79,98.97694444,313.2
40,2015,1,January,Lamphun,6,62.2,2,18.56722222,99.03388889,296.42
41,2015,1,January,Lampang,12,79.5,4,18.28333333,99.51666667,242
42,2015,1,January,Uttaradit,60,43.2,4,17.61666667,100.1,63
43,2015,1,January,Phrae,0,53.1,3,18.16666667,100.1666667,161.79
44,2015,1,January,Nan,0,55.3,4,18.77972222,100.7777778,200
45,2015,1,January,Phayao,0,77.2,3,19.13333333,99.9,396.89
46,2015,1,January,Chiang Rai,0,58.5,4,19.96138889,99.88138889,390
47,2015,1,January,Mae Hong Son,70,9.2,2,19.29897222,97.97577778,267.74
48,2015,1,January,Nakhon Sawan,12,6.6,3,15.67183333,100.1323611,33.91
49,2015,1,January,Uthai Thani,60,-1,-1,-1,-1,-1
50,2015,1,January,Kamphaeng Phet,42,40.1,4,16.48680556,99.52697222,80
51,2015,1,January,Tak,108,55.8,4,16.87833333,99.14333333,125.62
52,2015,1,January,Sukhothai,36,40,4,17.10611111,99.8,48.29
53,2015,1,January,Phitsanulok,70,14.8,3,16.79480556,100.2793056,44.02
54,2015,1,January,Phichit,16,2.4,3,16.43805556,100.2925,35.95
55,2015,1,January,Phetchabun,44,0.3,1,16.43333333,101.15,114
56,2015,1,January,Ratchaburi,0,3.2,2,13.48930556,99.79238889,5
57,2015,1,January,Kanchanaburi,310,25.7,2,14.0225,99.53583333,27.53
58,2015,1,January,Suphan Buri,48,11.5,4,14.47444444,100.1388889,7.23
59,2015,1,January,Nakhon Pathom,55,9.5,3,14.01166667,99.97,7.46
60,2015,1,January,Samut Sakhon,54,-1,-1,-1,-1,-1
61,2015,1,January,Samut Songkhram,142,-1,-1,-1,-1,-1
62,2015,1,January,Phetchaburi,314,17.3,1,12.99944444,100.0605556,2.01
63,2015,1,January,Prachuap Khiri Khan,168,11.4,3,11.83333333,99.83333333,4
64,2015,1,January,Nakhon Si Thammarat,531,69.5,12,8.537777778,99.96388889,3.14
65,2015,1,January,Krabi,6,73.8,4,8.103611111,98.97527778,8
66,2015,1,January,Phang-nga,84,-1,-1,-1,-1,-1
67,2015,1,January,Phuket,72,2.4,5,7.883333333,98.4,1.83
68,2015,1,January,Surat Thani,707,28.1,4,9.135555556,99.15194444,5
69,2015,1,January,Ranong,98,0.4,1,9.983333333,98.61666667,7
70,2015,1,January,Chumphon,48,104.2,4,10.49875,99.18847222,4.4
71,2015,1,January,Songkhla,78,43.2,9,7.182111111,100.6076944,4.57
72,2015,1,January,Satun,12,35.9,4,6.65,100.0833333,4.06
73,2015,1,January,Trang,132,26,3,7.516666667,99.61666667,14.32
74,2015,1,January,Phatthalung,673,45.3,12,7.583333333,100.1666667,2
75,2015,1,January,Pattani,18,10.2,5,6.783333333,101.15,4.05
76,2015,1,January,Yala,42,61.8,7,6.516666667,101.2833333,30
77,2015,1,January,Narathiwat,105,62.8,8,6.416666667,101.8166667,3.57
78,2015,2,February,Bangkok,0,16.8,3,13.72638889,100.56,3.01
79,2015,2,February,Samut Prakarn,315,-1,-1,-1,-1,-1
80,2015,2,February,Nonthaburi,36,-1,-1,-1,-1,-1
81,2015,2,February,Pathum Thani,18,12.6,3,14.1,100.6166667,6
82,2015,2,February,Phra Nakhon Si Ayutthaya,14,-1,-1,-1,-1,-1
83,2015,2,February,Ang Thong,0,-1,-1,-1,-1,-1
84,2015,2,February,Lop Buri,45,11.22,2,14.79972222,100.645,10
85,2015,2,February,Sing Buri,0,-1,-1,-1,-1,-1
86,2015,2,February,Chai Nat,18,13.8,4,15.15,100.1833333,15
87,2015,2,February,Saraburi,0,-1,-1,-1,-1,-1
88,2015,2,February,Chon Buri,198,13.6,3,13.36666667,100.9833333,0.86
89,2015,2,February,Rayong,225,38.8,3,12.63222222,101.3436111,2.6
90,2015,2,February,Chanthaburi,54,36,6,12.61666667,102.1133333,2.68
91,2015,2,February,Trat,5,2.62,4,11.76666667,102.8833333,2
92,2015,2,February,Chachoengsao,0,42.8,7,13.51555556,101.4583333,70.17
93,2015,2,February,Prachin Buri,138,26.2,4,14.05841667,101.3693056,5.14
94,2015,2,February,Nakhon Nayok,0,-1,-1,-1,-1,-1
95,2015,2,February,Sa kaeo,0,-1,-1,-1,-1,-1
96,2015,2,February,Nakhon Ratchasima,69,17.2,6,14.96830556,102.0860278,186.6
97,2015,2,February,Buri Ram,114,21.3,6,15.22575,103.2480833,182
98,2015,2,February,Surin,6,21.4,5,14.88333333,103.5,145.81
99,2015,2,February,Si Sa Ket,0,53.52,6,15,104.05,122.87
100,2015,2,February,Ubon Ratchathani,270,42.1,6,15.25,104.8666667,122
101,2015,2,February,Yasothon,0,-1,-1,-1,-1,-1
102,2015,2,February,Chaiyaphum,0,25.5,4,15.8,102.0333333,182.15
103,2015,2,February,Amnat Charoen,36,-1,-1,-1,-1,-1
104,2015,2,February,Bueng Kan,0,-1,-1,-1,-1,-1
105,2015,2,February,Nong Bua Lam Phu,0,-1,-1,-1,-1,-1
106,2015,2,February,Khon Kaen,66,42.4,7,16.46111111,102.7897222,186.97
107,2015,2,February,Udon Thani,0,47.6,5,17.38333333,102.8,177
108,2015,2,February,Loei,12,44.6,7,17.45,101.7333333,252.51
109,2015,2,February,Nong Khai,6,49.9,7,17.86716667,102.7330278,173.21
110,2015,2,February,Maha Sarakham,24,30.7,4,16.24722222,103.0680556,153
111,2015,2,February,Roi Et,6,42.1,4,16.02,103.7438889,140
112,2015,2,February,Kalasin,0,96.6,5,16.3325,103.5883333,138.75
113,2015,2,February,Sakon Nakhon,18,91.8,6,17.15,104.1333333,171
114,2015,2,February,Nakhon Phanom,6,13.72,7,17.41083333,104.7825,140
115,2015,2,February,Mukdahan,0,24.5,5,16.54138889,104.7288889,138
116,2015,2,February,Chiang Mai,7,0,0,18.79,98.97694444,313.2
117,2015,2,February,Lamphun,0,0,0,18.56722222,99.03388889,296.42
118,2015,2,February,Lampang,6,0,0,18.28333333,99.51666667,242
119,2015,2,February,Uttaradit,0,0,0,17.61666667,100.1,63
120,2015,2,February,Phrae,6,19.7,2,18.16666667,100.1666667,161.79
121,2015,2,February,Nan,0,7.1,1,18.77972222,100.7777778,200
122,2015,2,February,Phayao,0,0,0,19.13333333,99.9,396.89
123,2015,2,February,Chiang Rai,0,0,0,19.96138889,99.88138889,390
124,2015,2,February,Mae Hong Son,24,0,0,19.29897222,97.97577778,267.74
125,2015,2,February,Nakhon Sawan,70,0.4,1,15.67183333,100.1323611,33.91
126,2015,2,February,Uthai Thani,12,-1,-1,-1,-1,-1
127,2015,2,February,Kamphaeng Phet,36,2.7,3,16.48680556,99.52697222,80
128,2015,2,February,Tak,90,0,0,16.87833333,99.14333333,125.62
129,2015,2,February,Sukhothai,18,9.5,2,17.10611111,99.8,48.29
130,2015,2,February,Phitsanulok,24,20.82,4,16.79480556,100.2793056,44.02
131,2015,2,February,Phichit,40,0,0,16.43805556,100.2925,35.95
132,2015,2,February,Phetchabun,60,12.8,4,16.43333333,101.15,114
133,2015,2,February,Ratchaburi,0,12.6,2,13.48930556,99.79238889,5
134,2015,2,February,Kanchanaburi,323,57.8,1,14.0225,99.53583333,27.53
135,2015,2,February,Suphan Buri,60,0,0,14.47444444,100.1388889,7.23
136,2015,2,February,Nakhon Pathom,72,0.1,1,14.01166667,99.97,7.46
137,2015,2,February,Samut Sakhon,72,-1,-1,-1,-1,-1
138,2015,2,February,Samut Songkhram,212,-1,-1,-1,-1,-1
139,2015,2,February,Phetchaburi,297,1.1,1,12.99944444,100.0605556,2.01
140,2015,2,February,Prachuap Khiri Khan,6,5.7,3,11.83333333,99.83333333,4
141,2015,2,February,Nakhon Si Thammarat,339,18.3,2,8.537777778,99.96388889,3.14
142,2015,2,February,Krabi,6,0,0,8.103611111,98.97527778,8
143,2015,2,February,Phang-nga,52,-1,-1,-1,-1,-1
144,2015,2,February,Phuket,90,6.8,3,7.883333333,98.4,1.83
145,2015,2,February,Surat Thani,377,0.9,2,9.135555556,99.15194444,5
146,2015,2,February,Ranong,104,0.2,1,9.983333333,98.61666667,7
147,2015,2,February,Chumphon,138,0,0,10.49875,99.18847222,4.4
148,2015,2,February,Songkhla,42,13,4,7.182111111,100.6076944,4.57
149,2015,2,February,Satun,30,6.2,2,6.65,100.0833333,4.06
150,2015,2,February,Trang,48,0.9,1,7.516666667,99.61666667,14.32
151,2015,2,February,Phatthalung,146,5.7,2,7.583333333,100.1666667,2
152,2015,2,February,Pattani,42,0.2,1,6.783333333,101.15,4.05
153,2015,2,February,Yala,36,0.2,1,6.516666667,101.2833333,30
154,2015,2,February,Narathiwat,182,9.3,6,6.416666667,101.8166667,3.57
155,2015,3,March,Bangkok,0,183.9,6,13.72638889,100.56,3.01
156,2015,3,March,Samut Prakarn,268,-1,-1,-1,-1,-1
157,2015,3,March,Nonthaburi,6,-1,-1,-1,-1,-1
158,2015,3,March,Pathum Thani,34,187.1,6,14.1,100.6166667,6
159,2015,3,March,Phra Nakhon Si Ayutthaya,24,-1,-1,-1,-1,-1
160,2015,3,March,Ang Thong,12,-1,-1,-1,-1,-1
161,2015,3,March,Lop Buri,90,68.4,4,14.79972222,100.645,10
162,2015,3,March,Sing Buri,12,-1,-1,-1,-1,-1
163,2015,3,March,Chai Nat,12,126.8,5,15.15,100.1833333,15
164,2015,3,March,Saraburi,0,-1,-1,-1,-1,-1
165,2015,3,March,Chon Buri,204,81,7,13.36666667,100.9833333,0.86
166,2015,3,March,Rayong,307,28.9,5,12.63222222,101.3436111,2.6
167,2015,3,March,Chanthaburi,80,18.22,8,12.61666667,102.1133333,2.68
168,2015,3,March,Trat,25,39.3,13,11.76666667,102.8833333,2
169,2015,3,March,Chachoengsao,12,65,7,13.51555556,101.4583333,70.17
170,2015,3,March,Prachin Buri,246,148.8,8,14.05841667,101.3693056,5.14
171,2015,3,March,Nakhon Nayok,24,-1,-1,-1,-1,-1
172,2015,3,March,Sa kaeo,4,-1,-1,-1,-1,-1
173,2015,3,March,Nakhon Ratchasima,100,47.12,3,14.96830556,102.0860278,186.6
174,2015,3,March,Buri Ram,108,5.1,3,15.22575,103.2480833,182
175,2015,3,March,Surin,36,34.6,4,14.88333333,103.5,145.81
176,2015,3,March,Si Sa Ket,0,7.3,2,15,104.05,122.87
177,2015,3,March,Ubon Ratchathani,769,5,4,15.25,104.8666667,122
178,2015,3,March,Yasothon,12,-1,-1,-1,-1,-1
179,2015,3,March,Chaiyaphum,58,0.9,1,15.8,102.0333333,182.15
180,2015,3,March,Amnat Charoen,108,-1,-1,-1,-1,-1
181,2015,3,March,Bueng Kan,0,-1,-1,-1,-1,-1
182,2015,3,March,Nong Bua Lam Phu,0,-1,-1,-1,-1,-1
183,2015,3,March,Khon Kaen,132,39.2,3,16.46111111,102.7897222,186.97
184,2015,3,March,Udon Thani,56,31.42,4,17.38333333,102.8,177
185,2015,3,March,Loei,6,35.72,8,17.45,101.7333333,252.51
186,2015,3,March,Nong Khai,24,37.4,4,17.86716667,102.7330278,173.21
187,2015,3,March,Maha Sarakham,120,15.3,1,16.24722222,103.0680556,153
188,2015,3,March,Roi Et,42,43.2,3,16.02,103.7438889,140
189,2015,3,March,Kalasin,42,2.6,3,16.3325,103.5883333,138.75
190,2015,3,March,Sakon Nakhon,161,77.7,6,17.15,104.1333333,171
191,2015,3,March,Nakhon Phanom,42,12.8,3,17.41083333,104.7825,140
192,2015,3,March,Mukdahan,6,4.6,2,16.54138889,104.7288889,138
193,2015,3,March,Chiang Mai,1,27.5,4,18.79,98.97694444,313.2
194,2015,3,March,Lamphun,0,48.2,1,18.56722222,99.03388889,296.42
195,2015,3,March,Lampang,0,29,6,18.28333333,99.51666667,242
196,2015,3,March,Uttaradit,6,18.9,3,17.61666667,100.1,63
197,2015,3,March,Phrae,30,15.5,5,18.16666667,100.1666667,161.79
198,2015,3,March,Nan,10,39.1,6,18.77972222,100.7777778,200
199,2015,3,March,Phayao,0,43.2,3,19.13333333,99.9,396.89
200,2015,3,March,Chiang Rai,0,22.4,4,19.96138889,99.88138889,390
201,2015,3,March,Mae Hong Son,12,11.6,3,19.29897222,97.97577778,267.74
202,2015,3,March,Nakhon Sawan,36,58.6,6,15.67183333,100.1323611,33.91
203,2015,3,March,Uthai Thani,0,-1,-1,-1,-1,-1
204,2015,3,March,Kamphaeng Phet,90,7.6,4,16.48680556,99.52697222,80
205,2015,3,March,Tak,72,23.4,2,16.87833333,99.14333333,125.62
206,2015,3,March,Sukhothai,630,44,6,17.10611111,99.8,48.29
207,2015,3,March,Phitsanulok,12,56.9,2,16.79480556,100.2793056,44.02
208,2015,3,March,Phichit,141,5.9,2,16.43805556,100.2925,35.95
209,2015,3,March,Phetchabun,66,41.7,6,16.43333333,101.15,114
210,2015,3,March,Ratchaburi,0,6.8,1,13.48930556,99.79238889,5
211,2015,3,March,Kanchanaburi,402,21.9,2,14.0225,99.53583333,27.53
212,2015,3,March,Suphan Buri,70,59.4,6,14.47444444,100.1388889,7.23
213,2015,3,March,Nakhon Pathom,18,28.2,3,14.01166667,99.97,7.46
214,2015,3,March,Samut Sakhon,587,-1,-1,-1,-1,-1
215,2015,3,March,Samut Songkhram,300,-1,-1,-1,-1,-1
216,2015,3,March,Phetchaburi,228,47.3,2,12.99944444,100.0605556,2.01
217,2015,3,March,Prachuap Khiri Khan,12,45,4,11.83333333,99.83333333,4
218,2015,3,March,Nakhon Si Thammarat,252,0.2,1,8.537777778,99.96388889,3.14
219,2015,3,March,Krabi,0,1.4,1,8.103611111,98.97527778,8
220,2015,3,March,Phang-nga,12,-1,-1,-1,-1,-1
221,2015,3,March,Phuket,24,0.6,1,7.883333333,98.4,1.83
222,2015,3,March,Surat Thani,264,0,0,9.135555556,99.15194444,5
223,2015,3,March,Ranong,201,3.3,2,9.983333333,98.61666667,7
224,2015,3,March,Chumphon,168,32.1,4,10.49875,99.18847222,4.4
225,2015,3,March,Songkhla,30,9.5,2,7.182111111,100.6076944,4.57
226,2015,3,March,Satun,0,35.9,3,6.65,100.0833333,4.06
227,2015,3,March,Trang,42,10,1,7.516666667,99.61666667,14.32
228,2015,3,March,Phatthalung,124,0,0,7.583333333,100.1666667,2
229,2015,3,March,Pattani,24,0.6,1,6.783333333,101.15,4.05
230,2015,3,March,Yala,48,8.7,3,6.516666667,101.2833333,30
231,2015,3,March,Narathiwat,147,8,4,6.416666667,101.8166667,3.57
232,2015,4,April,Bangkok,0,128.9,10,13.72638889,100.56,3.01
233,2015,4,April,Samut Prakarn,293,-1,-1,-1,-1,-1
234,2015,4,April,Nonthaburi,30,-1,-1,-1,-1,-1
235,2015,4,April,Pathum Thani,6,36.8,4,14.1,100.6166667,6
236,2015,4,April,Phra Nakhon Si Ayutthaya,17,-1,-1,-1,-1,-1
237,2015,4,April,Ang Thong,90,-1,-1,-1,-1,-1
238,2015,4,April,Lop Buri,441,126.9,6,14.79972222,100.645,10
239,2015,4,April,Sing Buri,0,-1,-1,-1,-1,-1
240,2015,4,April,Chai Nat,18,118.5,5,15.15,100.1833333,15
241,2015,4,April,Saraburi,18,-1,-1,-1,-1,-1
242,2015,4,April,Chon Buri,198,75,5,13.36666667,100.9833333,0.86
243,2015,4,April,Rayong,361,25.4,4,12.63222222,101.3436111,2.6
244,2015,4,April,Chanthaburi,96,77.1,8,12.61666667,102.1133333,2.68
245,2015,4,April,Trat,40,114.7,12,11.76666667,102.8833333,2
246,2015,4,April,Chachoengsao,36,83.9,7,13.51555556,101.4583333,70.17
247,2015,4,April,Prachin Buri,522,40.8,7,14.05841667,101.3693056,5.14
248,2015,4,April,Nakhon Nayok,6,-1,-1,-1,-1,-1
249,2015,4,April,Sa kaeo,6,-1,-1,-1,-1,-1
250,2015,4,April,Nakhon Ratchasima,75,26.6,6,14.96830556,102.0860278,186.6
251,2015,4,April,Buri Ram,156,41.5,4,15.22575,103.2480833,182
252,2015,4,April,Surin,80,122.82,10,14.88333333,103.5,145.81
253,2015,4,April,Si Sa Ket,6,23.1,4,15,104.05,122.87
254,2015,4,April,Ubon Ratchathani,1478,28.9,5,15.25,104.8666667,122
255,2015,4,April,Yasothon,36,-1,-1,-1,-1,-1
256,2015,4,April,Chaiyaphum,108,41.9,8,15.8,102.0333333,182.15
257,2015,4,April,Amnat Charoen,110,-1,-1,-1,-1,-1
258,2015,4,April,Bueng Kan,0,-1,-1,-1,-1,-1
259,2015,4,April,Nong Bua Lam Phu,5,-1,-1,-1,-1,-1
260,2015,4,April,Khon Kaen,96,42,7,16.46111111,102.7897222,186.97
261,2015,4,April,Udon Thani,7,69.8,9,17.38333333,102.8,177
262,2015,4,April,Loei,42,123,9,17.45,101.7333333,252.51
263,2015,4,April,Nong Khai,48,53,6,17.86716667,102.7330278,173.21
264,2015,4,April,Maha Sarakham,159,22.4,6,16.24722222,103.0680556,153
265,2015,4,April,Roi Et,144,54.92,6,16.02,103.7438889,140
266,2015,4,April,Kalasin,72,141.7,7,16.3325,103.5883333,138.75
267,2015,4,April,Sakon Nakhon,134,26.3,5,17.15,104.1333333,171
268,2015,4,April,Nakhon Phanom,42,11.16,8,17.41083333,104.7825,140
269,2015,4,April,Mukdahan,0,54.9,5,16.54138889,104.7288889,138
270,2015,4,April,Chiang Mai,9,53.8,8,18.79,98.97694444,313.2
271,2015,4,April,Lamphun,18,98.1,6,18.56722222,99.03388889,296.42
272,2015,4,April,Lampang,12,22.3,4,18.28333333,99.51666667,242
273,2015,4,April,Uttaradit,36,31.1,4,17.61666667,100.1,63
274,2015,4,April,Phrae,42,74.8,4,18.16666667,100.1666667,161.79
275,2015,4,April,Nan,120,162.32,10,18.77972222,100.7777778,200
276,2015,4,April,Phayao,12,69.7,9,19.13333333,99.9,396.89
277,2015,4,April,Chiang Rai,0,191.8,15,19.96138889,99.88138889,390
278,2015,4,April,Mae Hong Son,12,43.8,5,19.29897222,97.97577778,267.74
279,2015,4,April,Nakhon Sawan,114,30.3,5,15.67183333,100.1323611,33.91
280,2015,4,April,Uthai Thani,117,-1,-1,-1,-1,-1
281,2015,4,April,Kamphaeng Phet,90,71.8,4,16.48680556,99.52697222,80
282,2015,4,April,Tak,108,65,5,16.87833333,99.14333333,125.62
283,2015,4,April,Sukhothai,390,22.2,4,17.10611111,99.8,48.29
284,2015,4,April,Phitsanulok,42,37.3,4,16.79480556,100.2793056,44.02
285,2015,4,April,Phichit,144,76.6,6,16.43805556,100.2925,35.95
286,2015,4,April,Phetchabun,66,71.8,6,16.43333333,101.15,114
287,2015,4,April,Ratchaburi,0,11.5,2,13.48930556,99.79238889,5
288,2015,4,April,Kanchanaburi,371,52,6,14.0225,99.53583333,27.53
289,2015,4,April,Suphan Buri,114,100.5,7,14.47444444,100.1388889,7.23
290,2015,4,April,Nakhon Pathom,6,75.3,4,14.01166667,99.97,7.46
291,2015,4,April,Samut Sakhon,410,-1,-1,-1,-1,-1
292,2015,4,April,Samut Songkhram,244,-1,-1,-1,-1,-1
293,2015,4,April,Phetchaburi,370,38.3,6,12.99944444,100.0605556,2.01
294,2015,4,April,Prachuap Khiri Khan,30,129.4,2,11.83333333,99.83333333,4
295,2015,4,April,Nakhon Si Thammarat,138,112.6,7,8.537777778,99.96388889,3.14
296,2015,4,April,Krabi,6,61.8,10,8.103611111,98.97527778,8
297,2015,4,April,Phang-nga,18,-1,-1,-1,-1,-1
298,2015,4,April,Phuket,18,64.8,10,7.883333333,98.4,1.83
299,2015,4,April,Surat Thani,274,20.1,4,9.135555556,99.15194444,5
300,2015,4,April,Ranong,165,89.2,11,9.983333333,98.61666667,7
301,2015,4,April,Chumphon,192,96.5,6,10.49875,99.18847222,4.4
302,2015,4,April,Songkhla,18,108.7,8,7.182111111,100.6076944,4.57
303,2015,4,April,Satun,12,244.4,19,6.65,100.0833333,4.06
304,2015,4,April,Trang,24,91.6,13,7.516666667,99.61666667,14.32
305,2015,4,April,Phatthalung,118,164.2,10,7.583333333,100.1666667,2
306,2015,4,April,Pattani,24,50.9,5,6.783333333,101.15,4.05
307,2015,4,April,Yala,0,68.5,8,6.516666667,101.2833333,30
308,2015,4,April,Narathiwat,63,129.4,5,6.416666667,101.8166667,3.57
309,2015,5,May,Bangkok,0,82.5,7,13.72638889,100.56,3.01
310,2015,5,May,Samut Prakarn,591,-1,-1,-1,-1,-1
311,2015,5,May,Nonthaburi,18,-1,-1,-1,-1,-1
312,2015,5,May,Pathum Thani,24,46.2,6,14.1,100.6166667,6
313,2015,5,May,Phra Nakhon Si Ayutthaya,56,-1,-1,-1,-1,-1
314,2015,5,May,Ang Thong,189,-1,-1,-1,-1,-1
315,2015,5,May,Lop Buri,1098,27.5,5,14.79972222,100.645,10
316,2015,5,May,Sing Buri,122,-1,-1,-1,-1,-1
317,2015,5,May,Chai Nat,18,45.1,6,15.15,100.1833333,15
318,2015,5,May,Saraburi,79,-1,-1,-1,-1,-1
319,2015,5,May,Chon Buri,1188,12.82,8,13.36666667,100.9833333,0.86
320,2015,5,May,Rayong,652,175.62,12,12.63222222,101.3436111,2.6
321,2015,5,May,Chanthaburi,166,291.7,17,12.61666667,102.1133333,2.68
322,2015,5,May,Trat,46,104.8,13,11.76666667,102.8833333,2
323,2015,5,May,Chachoengsao,82,116.4,10,13.51555556,101.4583333,70.17
324,2015,5,May,Prachin Buri,930,69.5,7,14.05841667,101.3693056,5.14
325,2015,5,May,Nakhon Nayok,60,-1,-1,-1,-1,-1
326,2015,5,May,Sa kaeo,8,-1,-1,-1,-1,-1
327,2015,5,May,Nakhon Ratchasima,155,74.1,8,14.96830556,102.0860278,186.6
328,2015,5,May,Buri Ram,480,121.12,8,15.22575,103.2480833,182
329,2015,5,May,Surin,332,125.6,9,14.88333333,103.5,145.81
330,2015,5,May,Si Sa Ket,6,66.7,13,15,104.05,122.87
331,2015,5,May,Ubon Ratchathani,2927,98.6,10,15.25,104.8666667,122
332,2015,5,May,Yasothon,102,-1,-1,-1,-1,-1
333,2015,5,May,Chaiyaphum,396,46,6,15.8,102.0333333,182.15
334,2015,5,May,Amnat Charoen,382,-1,-1,-1,-1,-1
335,2015,5,May,Bueng Kan,24,-1,-1,-1,-1,-1
336,2015,5,May,Nong Bua Lam Phu,0,-1,-1,-1,-1,-1
337,2015,5,May,Khon Kaen,708,48.42,8,16.46111111,102.7897222,186.97
338,2015,5,May,Udon Thani,49,95.7,13,17.38333333,102.8,177
339,2015,5,May,Loei,90,61.3,13,17.45,101.7333333,252.51
340,2015,5,May,Nong Khai,204,45.8,8,17.86716667,102.7330278,173.21
341,2015,5,May,Maha Sarakham,417,24.7,7,16.24722222,103.0680556,153
342,2015,5,May,Roi Et,252,71.7,10,16.02,103.7438889,140
343,2015,5,May,Kalasin,258,28.9,11,16.3325,103.5883333,138.75
344,2015,5,May,Sakon Nakhon,1075,223.1,15,17.15,104.1333333,171
345,2015,5,May,Nakhon Phanom,154,162.6,20,17.41083333,104.7825,140
346,2015,5,May,Mukdahan,24,111.32,9,16.54138889,104.7288889,138
347,2015,5,May,Chiang Mai,99,76.5,9,18.79,98.97694444,313.2
348,2015,5,May,Lamphun,6,121.9,9,18.56722222,99.03388889,296.42
349,2015,5,May,Lampang,270,99.6,13,18.28333333,99.51666667,242
350,2015,5,May,Uttaradit,168,86.5,9,17.61666667,100.1,63
351,2015,5,May,Phrae,258,84.92,12,18.16666667,100.1666667,161.79
352,2015,5,May,Nan,310,56.2,9,18.77972222,100.7777778,200
353,2015,5,May,Phayao,132,96.1,9,19.13333333,99.9,396.89
354,2015,5,May,Chiang Rai,0,107.12,12,19.96138889,99.88138889,390
355,2015,5,May,Mae Hong Son,28,154.4,13,19.29897222,97.97577778,267.74
356,2015,5,May,Nakhon Sawan,335,31,8,15.67183333,100.1323611,33.91
357,2015,5,May,Uthai Thani,331,-1,-1,-1,-1,-1
358,2015,5,May,Kamphaeng Phet,100,50.22,10,16.48680556,99.52697222,80
359,2015,5,May,Tak,264,14.9,9,16.87833333,99.14333333,125.62
360,2015,5,May,Sukhothai,216,63,6,17.10611111,99.8,48.29
361,2015,5,May,Phitsanulok,114,35.92,7,16.79480556,100.2793056,44.02
362,2015,5,May,Phichit,188,43.8,6,16.43805556,100.2925,35.95
363,2015,5,May,Phetchabun,260,57.4,8,16.43333333,101.15,114
364,2015,5,May,Ratchaburi,0,149.32,13,13.48930556,99.79238889,5
365,2015,5,May,Kanchanaburi,671,10.2,7,14.0225,99.53583333,27.53
366,2015,5,May,Suphan Buri,361,8.5,4,14.47444444,100.1388889,7.23
367,2015,5,May,Nakhon Pathom,0,89.3,4,14.01166667,99.97,7.46
368,2015,5,May,Samut Sakhon,0,-1,-1,-1,-1,-1
369,2015,5,May,Samut Songkhram,272,-1,-1,-1,-1,-1
370,2015,5,May,Phetchaburi,629,61.2,8,12.99944444,100.0605556,2.01
371,2015,5,May,Prachuap Khiri Khan,26,16.4,3,11.83333333,99.83333333,4
